"Gilroy NP",1
"Gilroy Nature Park",6
"Godwits were colour ringed",3
"Grange Road view from Heatherdene Road",1
"Grasshopper close to Sheldrake's Restaurant this morning also",1
"Grasshopper in reedbed by Target Road",1
"Grasshopper off the Harp Inn",1
"Grasshopper reeling",1
"Great Egret",413
"Great Egret - Old Baths",1
"Great Egret -highlights from",1
"Great Egret also",1
"Great Egret amd",1
"Great Egret and",1
"Great Egret appeared to be all non-breeding birds",1
"Great Egret around",1
"Great Egret around the meres",1
"Great Egret at dusk",1
"Great Egret at high tide",2
"Great Egret at least",1
"Great Egret between",1
"Great Egret beyond",1
"Great Egret brielfy before flying north still rare here",1
"Great Egret came in to roost this evening",1
"Great Egret came into roost",1
"Great Egret flew inland this evening",1
"Great Egret flew into roost",3
"Great Egret flew intoroost this evening",1
"Great Egret flew north just before",1
"Great Egret flew north over",1
"Great Egret flew past",1
"Great Egret flew to roost",1
"Great Egret flewin from sea inland",1
"Great Egret flewsouth also",1
"Great Egret flushed from River Birkett then flew south",1
"Great Egret flying to roost",2
"Great Egret flying towards roost also",1
"Great Egret from",1
"Great Egret heading NE at dusk",1
"Great Egret heading south",1
"Great Egret in field below",1
"Great Egret in field between",1
"Great Egret in field by Wood Lane",1
"Great Egret in field near cycle track",1
"Great Egret in field west of",1
"Great Egret in fields",1
"Great Egret in gutter",1
"Great Egret in stubble field opposite BP garage",1
"Great Egret including two  in nest",1
"Great Egret landed behind scrub at back of beach",1
"Great Egret near rifle range",1
"Great Egret nearby",1
"Great Egret off Heswall Golf Course",1
"Great Egret off Netts Cafe",1
"Great Egret on Donkey Stand Flash",1
"Great Egret on marsh",3
"Great Egret over",7
"Great Egret over high tide",1
"Great Egret s/pl",1
"Great Egret seen flying from",1
"Great Egret this evening",1
"Great Egret this morning",1
"Great Egret together before high tide",1
"Great Egret- highlights from",3
"Great Egretand",5
"Great Egretover going east",1
"Great Egrets seen begging for food from  so breeding confirmed",1
"Great White Pelican flying W",1
"Great White came into roost",1
"Great egret",3
"GreatCrested Diver",1
"GreatEgret",25
"Greenland",5
"Greenland Whitefronted Geese these were all ringed probable escapes",1
"Greenland race",5
"Greenlandrace",1
"Grey  came into roost at",1
"Grey Seals",1
"Grey Seals - highlights from",1
"Grey Seals counted on West Hoyle Bank",1
"Grey Seals on West Hoyle Bank",1
"Grey-headed Wagtail",1
"Greylag feral",1
"Gulls  a flock of about",1
"Gulls mainly Black-headed",1
"Gulls mostly Black-headed seen through heat haze",1
"Harbour Porpoise",4
"Harbour Porpoise past",1
"Hares a fox",1
"Hares inthe fields",1
"Hares seen",1
"Hawaiian Goose with Canada Geese at",1
"Henharrier male&",1
"Heron just beyond the lake",1
"Heron on groyne",1
"Heron stood in frontof Marsh Covert Hide",1
"Hirundinesat",1
"Hobbies",1
"IMF/Border Pool",1
"Icelandic race",2
"L/B &",1
"Leach's 'walked' the length of the beach about",1
"Leach's recovered at",1
"Light",1
"Light-bellied Brent Geese",3
"Light-bellied Brent Geese on Dee Sailing Club causeway this morning",1
"Light-bellied Brent Geese on Dee Sailing Club causeway this morningalso",1
"Lingham Bridge",1
"Lingham bridge",1
"Little Shearwater",1
"Little heard calling from behind the car park",1
"Mealy Redpoll",8
"Mealy Redpoll on fence in horsepaddock nearest to west kissing gate just after noon",1
"Mealy Redpoll trapped ringed",1
"Med Gull  - West Kirby Shore",1
"Med Gull at New Brighton",1
"Meols Groyne",1
"Middle Eye also",1
"Newsletter",2
"Nk",1
"PB Brent there on",1
"Pale Bellied Brent Geese",1
"Pale belied Brent",1
"Pale-bellied Brent",3
"Pale-bellied Brent Geese",13
"Pale-bellied Brent Geese flew up river to roost off marsh",1
"Pale-bellied Brent Geese were still present formoredetails see",1
"Pied/White Wagtail",2
"Pink Footed Geese",1
"Pink Footed Geese flew NW",1
"Pink Footed Geese flew over",1
"Pink Footed Geese off",1
"Pink Footed Geese on edge of marsh",1
"Pink footed Geese",1
"Pink-footed in fields between",1
"Pink-footedGeese",11
"Pink-footedGeese - highlights from",1
"Pink-footedGeese flew in from Burton Marsh after high tide",1
"Pink-footedGeese flew over east/north-east",1
"Pink-footedGeese flying east",1
"Pink-footedGeese flying over at",1
"Pink-footedGeese flying towards Burton",1
"Pink-footedGeese many heading north at first light",1
"Pink-footedGeese off Parkgate Neston",1
"Pink-footedGeese over",1
"Pink-footedGeese over heading towards Heswall",1
"Pinkfeet",6
"Pinkfeet flew inland from roost",1
"Pipits mainly Rock",1
"Pool",1
"Pool towards Border Pool at",1
"Porpoise",5
"Porpoises",2
"Purple Sandand",1
"Pygmy Shrew",1
"Red-necked Diver",1
"Red-tailed Hawk presumed escape",1
"Redpoll - highlightsfrom",1
"Redpoll -visible migration over",1
"Redpoll along",1
"Redpoll along Lingham Lane",1
"Redpoll along Wirral Way",1
"Redpoll andat least",1
"Redpoll by",1
"Redpoll caught ringed in sea-front garden",1
"Redpoll flew N",1
"Redpoll flew SW",1
"Redpoll flew east along sea wall",1
"Redpoll flew in off sea",1
"Redpoll flew north",2
"Redpoll flew through",1
"Redpoll heading north in small groups over",1
"Redpoll highlights from",2
"Redpoll highlights from a busy",1
"Redpoll in",1
"Redpoll in Birch Tree along the Wirral Way",1
"Redpoll including",1
"Redpoll mostly flying",1
"Redpoll moving through",1
"Redpoll near Wirral Way",1
"Redpoll on garden feeder",1
"Redpoll on visiblemigration",1
"Redpoll over",10
"Redpoll over also",1
"Redpoll over early morning",1
"Redpoll overhead",1
"Redpoll see the",1
"Redpoll spp",1
"RimgedPlover - early morning at",1
"Rose-ringed Parakeet",1
"Ross's Goose assumed to be feral/escape at",1
"Sabine'sGulljuv",1
"Sacred Ibis",1
"Sacred Ibis at mid-day which may be from the French feralpopulation",1
"Sacred Ibis flew past",1
"Scoter fem",1
"Scoter offshore",1
"Shorelark",13
"Shorelark also",1
"Shorelark flew south from",1
"Shorelark north end of",1
"Shorelark still at",6
"Short-earedand",1
"Skua Spp",1
"Skua either Pomarine or Arctic",1
"Skua probably Arctic over Gilroy Nature Park heading towards",1
"Snowon sea defence just east of Dove Point slipway",1
"Spanish Wagtail briefly in morning",1
"Stint spp",1
"Stock Pigeon",1
"Swan unidentified flew in at dusk",1
"Swans Bewick's Whooper",1
"Swans but no details about species breakdown",1
"Swans either Bewick's or Whooper flying in the distance",1
"Terns mainly Common off",1
"Terns mostly Common",1
"Terns of the year off",1
"Terns on West Hoyle Bank including",1
"Terns out to sea",1
"Thurstaston Road",8
"Village Weaver escape",1
"Wagtail spread over",1
"Water Shrew",1
"West Kirby",29
"White Fronted Geese",1
"White Wagtail * first of spring * -in horse paddocks by",1
"White Wagtail *first of spring*",5
"White Wagtail *first of spring* - south end of",1
"White Wagtail *first of spring* also",1
"White Wagtail *first of spring* early morning on",1
"White Wagtail *first of spring* six days later than last year",1
"White Wagtail *first of spring**",1
"White Wagtail - *first of spring* one day later than last year along Lingham Lane",1
"White Wagtail - field next to",1
"White Wagtail - first of Spring",1
"White Wagtail - highlights from",2
"White Wagtail - highlightsfrom",1
"White Wagtail - horse paddocks",1
"White Wagtail - ploughed field next to Wirral Way",1
"White Wagtail -highlights from",1
"White Wagtail again first ones",1
"White Wagtail also",1
"White Wagtail and",1
"White Wagtail at",1
"White Wagtail at DonkeyStand Flash also",1
"White Wagtail at high tide",1
"White Wagtail at north end of Royal Liverpool Golf Course early morning near",1
"White Wagtail between",1
"White Wagtail between Red Rocks Kings Gap",1
"White Wagtail by",2
"White Wagtail by Lifeboat Station",1
"White Wagtail first of spring six days earlier than last year",1
"White Wagtail highlights from",1
"White Wagtail in",1
"White Wagtail in Kerr's Field",2
"White Wagtail in field below",1
"White Wagtail in fields around",1
"White Wagtail in fields by",1
"White Wagtail in fields near",1
"White Wagtail in flooded field at",1
"White Wagtail in flooded field betwen",1
"White Wagtail in flooded field jnt of",1
"White Wagtail in horse paddocks",5
"White Wagtail in horse paddocks *first of spring",1
"White Wagtail in horse paddocks by",1
"White Wagtail in horse paddocks west of",1
"White Wagtail in horse paddocks with",1
"White Wagtail in one horse paddock near",1
"White Wagtail in paddock by Lingham Lane",1
"White Wagtail in paddocks",1
"White Wagtail in ploughed field behind Riverbank Road car park",1
"White Wagtail in ploughed field next to Wirral Way",1
"White Wagtail in ploughed fields between Riverbank Road BanksRoad",3
"White Wagtail in ploughed fields between Riverbank Road andBanks Road",2
"White Wagtail in ploughed fields either side ofWirral Way",1
"White Wagtail in saltmarsh",1
"White Wagtail in the horse paddocks",1
"White Wagtail most between Red Rocks Kings Gap",1
"White Wagtail near",1
"White Wagtail near the lighthouse",1
"White Wagtail north of Pinfold steps",1
"White Wagtail on",1
"White Wagtail on Dips",1
"White Wagtail on beach",7
"White Wagtail on roof of reserve centre",1
"White Wagtail on sand",1
"White Wagtail on shore",1
"White Wagtail on shore by Lifeboat Station",1
"White Wagtail on shore next to Lifeboat Station",1
"White Wagtail on stones by",1
"White Wagtail on the beach",2
"White Wagtail on the beach at",1
"White Wagtail on the golf course at",1
"White Wagtail on the sand and",1
"White Wagtail on the shore",4
"White Wagtail on the shore also",1
"White Wagtail on the wet sand between Kings Gap LifeboatStation at",1
"White Wagtail overhead",1
"White Wagtail there",1
"White Wagtail this afternoon",1
"White Wagtail this morning",1
"White Wagtail thisevening",1
"White Wagtail with",3
"White Wagtailand",3
"White Wagtailhighlights from",2
"White Wagtailon beach",1
"White Wagtails",3
"White Wagtails in ploughed field",1
"White Wagtails today",1
"White wagtail",1
"WhiteWagtail",14
"WhiteWagtail - highlights from",1
"WhiteWagtail on the beach",1
"Whitw Wagtail",1
"Whooper flew south over",1
"Wood Duck",2
"Woodpecker -highlights from",1
"Yellow Gull",1
"a  which flew over the birders at Dee Sailing club",1
"a record count",1
"about",1
"above plus another",1
"ad+",1
"adjacent field",2
"adjacent field thismorning half of which then flew to Gilroy Scrape in the afternoon",1
"admales",1
"along Park Lane",1
"along near channel Target Rd to Riverbank Rd anotherrecord high",1
"alreadypresent",1
"also",13
"also seen over Newton heading towards Caldy",1
"although I find it difficult to believe that there are birdwatchers out there who aren't members",1
"am - but no sign since",1
"am - highlights from",1
"am - highlightsfrom",1
"am - take f/pth at end of Carr Lane & take left hand path at T-jctn + view S to hedges around setaside also",1
"am again at",1
"am also",24
"am as tide came in",1
"am at junction of Brimstage Road Redmere Drive",1
"am at least also",1
"am before flying past Heswall Hilbre also",1
"am between MarineLake Little Eye and",1
"am briefly before flying into estuary",1
"am but",1
"am but didn't reappear",1
"am but later in the afternoon moved to gardens on sea side of Stanley Road nearer to Beach Road than Red Rocks",1
"am but left at mid-day",1
"am but no sign since",1
"am but no sign yet of the massive numbersseen here over the past three years also",1
"am butmobile",1
"am circled gained height rapidly",1
"am close to",1
"am counted",1
"am fishing off East Hoyle Bank still there this afternoon",1
"am flew NE",1
"am flew off east ahead of heavy rain no sign since at",1
"am flew off to the shore in several smallflocks",1
"am flew over",1
"am flew over East Hoyle Bank then towards Dove Point Meolsalso",1
"am flew towards Formby followed",1
"am flew towards Hilbre",1
"am flew towards LinghamLane",1
"am flew towards West Kirby centrealso",1
"am flying down river also",1
"am for",1
"am for most of the afternoon",1
"am further north towards Parkgate in the afternoon",1
"am heading north-west also seen earlierover Heswall shore",1
"am heading south",1
"am heading south-east later seen over HarpInn Little Neston",1
"am heading towards fieldssouth-east of Burton",1
"am heading west",1
"am in",1
"am in Willowsabout",1
"am in front of",1
"am in middle of lake",1
"am in strong W wind produced",1
"am including",1
"am initial movement was",1
"am just west of 'Bubbles' play centre",1
"am later further south near Tinker's Dell steps also",1
"am later seen off Neston before returning to Parkgate also",1
"am moving south/south-east",1
"am near car park",1
"am no sign at",1
"am noon",2
"am not yet relocated by",1
"am off",1
"am off Thurstaston then seen briefly at",1
"am on pontoon at one time flewonto prom in front of the watching birders also",1
"am over Morrison's this afternoon",1
"am possibly the one thathas been on Mersey Estuary past few days",1
"am probably as many as",1
"am report of several in the area yesterday",1
"am seen from",1
"am still there at",1
"am still there at noon then on rocks nearlighthouse at",1
"am then flew east",1
"am then flew off towards Hilbre",1
"am then flew up the estuary",1
"am then flewto Caldy Shore",1
"am then from noon onwardseither in flight on the golf course or on the boulders at the bottomof the cliff between",1
"am then on pontoon on MarineLake flew inland at around",1
"am then over",1
"am then seen at Seaforth at noon",1
"am then seen flying west towardsHoylake between",1
"am then seen offshore at",1
"am thenflew east",1
"am these are in addition to the ones at Parkgate",1
"am they later moved to Hoylake for high tide where I estimated",1
"am this morning",1
"am to",3
"am was halfway between between Gilroy Nature Park Hoylake east of footpath same place it was first seen on sunday also",1
"am when disturbed by boat",1
"am when disturbed by windsurfers",1
"am which flew west",1
"am which quickly flew through",1
"am' also",1
"am' still there pm - also",1
"amalso",1
"amflying south-east over",1
"amheaded out to sea",1
"amheading towards the estuary",1
"amhighlights from",1
"around Ash pool",1
"around Gilroy",1
"around Hinderton Drive Newton another",1
"arrived high from North",1
"assorted gulls mainly Common Black-headed on flooded fields this morning",1
"at Burton Point",1
"at Decca Pools also",1
"at Gilroy",1
"at Gilroy NP",1
"at Gilroy NP/Caldy field",1
"at Gilroy/Caldy at",1
"at IMF hide",1
"at Inner Marsh Farm",1
"at Leasowe Lighthouse",1
"at MarshCovert hide",1
"at Old Baths car park",1
"at Parkgate on Oct",1
"at Parkgate were counted at the same time so a",1
"at Reedbed screen",1
"at Tatton Park also",1
"at Wildfowlcollection off Column Road",1
"at dusk",1
"at dusk this evening with all four seen together",1
"at high tide",1
"at high tide off",1
"at least",4
"at low tide off",1
"at pond next to",1
"at the Marine Lake",1
"atBMW",1
"atGayton",1
"atleast",1
"auks flew east including",1
"auks including",1
"auks out to sea",1
"back at",1
"back of main scrape",1
"back of main scrape also",1
"being eaten",1
"being present doesn't seem likely",1
"being previous high",1
"between",3
"beyond the Dee hide",1
"birds lingering in Mersey mouth",1
"birds trapped ringed",1
"black Swan flew east lots of Scoters",1
"both Greenland",1
"bottle-nosed dolphin",1
"breedingpairs record high",1
"bridge",1
"bridge screen",1
"briefly seen",1
"buoy",1
"busy feeding very close to the beach",1
"but second could have been a Cory's",1
"but see latest newsletter",1
"by Donkey Stand",1
"by Dungeon Woods",1
"by Mudhouse Lane",1
"by Old Baths",1
"by Shotton Steel Works before flyingtowards Connah's Quay also",1
"by golf course Lingham Lane",1
"by groyne",1
"by stream",1
"by this evening",1
"calling",1
"calling Cetti'swarbler",1
"came in to",1
"came in to roost",1
"came in to roost at",3
"came in to roost plus",1
"came into roost",1
"came into roost also",1
"came into roost at",1
"came into the roost at",1
"came to roost at",1
"caught ringed",1
"channel/blue-headed Wagtail see photo on home page",1
"circled back in to the river",1
"close in",1
"colour ringed",25
"colour ringed bird still there",1
"colour-ringed",10
"colour-ringed as tide went out this afternoon",1
"colour-ringed at least",1
"colour-ringedbirds",1
"colourringed",2
"coming into the roost at",1
"coming to the roost site this was a good count as they landed - also possibly a third  bird",1
"could have been",1
"counted also at high tide",1
"counted in",1
"cy",4
"dark",7
"dark bellied",8
"dark bellied Brent Geese",1
"dark phase",1
"dark roosted in mid-estuary off",1
"dark-belied",1
"dark-bellied",127
"dark-bellied - highlights from",3
"dark-bellied - record number",1
"dark-bellied Brent Geese",8
"dark-bellied Brent Geese - flew from",1
"dark-bellied Brent Geese in the flock first of winter",1
"dark-bellied Brent Geese one strange Brent possible dark",1
"dark-bellied Brent Geese over",1
"dark-bellied Brent with the pale-bellied",1
"dark-bellied also",1
"dark-bellied and",1
"dark-bellied around the island with",1
"dark-bellied at end of causeway early morning",1
"dark-bellied between Little Eye Hilbre at firstlight",1
"dark-bellied highest count of the winter",1
"dark-bellied highlights from",1
"dark-bellied off Middle Hilbre after high tide",1
"dark-bellied on",1
"dark-bellied plus a nice selection of ducks including",1
"dark-bellied seen from",1
"dark-belliedat first light",1
"dark-nellied",1
"day earlier than last year",1
"days",2
"days but as itwas only heard has to go down as unconfirmed",1
"days but news has only just been released - they are somewhat elusive",1
"days earlier than last year",1
"days earlier than last year - Wirral Way",1
"days earlier than last year also a few White Wagtails",1
"days earlier than last year over horse paddocks behind",1
"days earlier than last year*",2
"days earlier than last year* also",1
"days earlier than last yearsinging by",1
"days earlier thanlast year also",1
"days earlier thanlast year other birds on spring passage were",1
"days later than last year",5
"days later than last year also",1
"days later than last year*",1
"days later than last year* also",1
"days later than lastyear also",1
"dead",1
"definite",1
"displaying",2
"displaying to a  in the main channel as the tide came in",1
"distant Great Egret",1
"distant unidentified Skuas flying north",1
"dolphin probably bottle nosed moving south west",1
"down there",1
"during the day",1
"earlier",1
"earlier in the week details to follow",1
"early evening",1
"early morning",1
"east also",1
"east of Dove Point",1
"east of Dove Point in gorse by brick puping station though elusive",1
"east of Gilroy Nature Park at",1
"east of coastguardstation at",1
"eclipse &",1
"end of Sandy Lane",1
"estimated to be way out in the middle of the estuary",1
"events for January to April on the Dee Estuary is now available on this website click here",1
"exiting the Mersey strongly",1
"family groups with",1
"feeding",2
"feeding also",1
"feeding among",1
"feeding at north end",1
"feeding just off the north end at high tide",1
"feeding on the sea",1
"feedingjuv",1
"feet this morning",1
"feet this morning - by RAF monument",1
"fem",21
"fem and",1
"fem came in to roost plus",1
"fem flew north past",1
"fem on beach",1
"fems",1
"feral BarnacleGeese",1
"fighting the third calling",1
"finch flock",1
"finches moving south",2
"first summer med gull in Merseymouth",1
"first win",1
"first year",1
"fledged",1
"fledged  on the beach",1
"fledged so far",3
"flew E to W",1
"flew NNE",1
"flew SW a third NE",1
"flew along River Birket",1
"flew east",1
"flew in landed on sea between Meols and",1
"flew inland",1
"flew into backof new wader scrape",1
"flew low over fields near Dungeon Wood",1
"flew north",1
"flew over",1
"flew over groyne",1
"flew over sand towards LeasoweCastle Groyne",1
"flew past four briefly on rocks - highlights from",1
"flew towards Townshend Avenuewhere they were seen briefly",1
"flew towards West Kirby",1
"flew very close to prom",1
"flewwest",1
"flocks",2
"flocks also",1
"flocks flying east",1
"flocks flying over",1
"flying NE",1
"flying above them much higher up flew over GrangeHill",1
"flying lowwith",1
"flying north",1
"flying off Cottage Lane",1
"flying seen from",1
"flying towards the estuary",1
"flying west",2
"foot from point",1
"for the season now",1
"fro road",1
"frogs",1
"from Stapledon Wood",2
"from TwoMills pub - north east of",2
"fromBorderhide",1
"fromReceptionhide",1
"ft over his garden",1
"going north",1
"going west",1
"going west this afternoon",1
"grey",56
"grey  but distant",1
"grey  flew into roost also",1
"grey  one of whichwas a sub-adult also",1
"grey  pm",1
"greymales",1
"gulls",1
"gulls - on the mud flatsbetween",1
"gulls mainly Black-headed Common",1
"gulls on East/West Hoyle Banks including",1
"gulls out towards hilbre",1
"half a mile out to sea swimming east;",1
"harbour porpoise",1
"harvest mice seen which are very rare in Cheshire",1
"heading south from",1
"heading towards",1
"heading towards Caldy cross-roads",1
"heading towards Leasowe",1
"heardand",1
"here a few days ago",1
"highlights from",1
"highlights fromHilbre see more details on the",1
"hirundines",1
"hirundines flying south",1
"hirundines over",1
"hirundinesthis morning",1
"hooded on beach",1
"hooded/carrion crow hybrid but probably only",1
"hour",1
"hour before high tide",1
"hour off",1
"hour sea-watch before high tide",1
"hours",2
"hours after high tide",1
"hours also",1
"hours before after high tide",1
"hours before high tide",2
"hours heading SW",1
"hours off",1
"hours ofseawatching at Hoylake also",1
"houses from Red Rocks same place as in the spring",1
"hrs",48
"hrs also",8
"hrs eating berries at",1
"hrs flew SE over Royal Liverpool Golf Course from Red Rocks direction to West Kirby promenade",1
"hrs flew towards Burton",1
"hrs flew westpast",1
"hrs flying east",1
"hrs from Dee Sailing club also",1
"hrs heading north",1
"hrs heading towards Fort Perch andthen flew over Seaforth",1
"hrs landed on building roof before flying towards Point of Ayrgood views calls heard",1
"hrs no further sighting",1
"hrs nort end of reed bed",1
"hrs off",1
"hrs off shore there were",1
"hrs on my front lawn",1
"hrs stayed",1
"hrs still there at",1
"hrs then off Hoylake Old Baths until at least",1
"hrs then went into bushes",1
"hrs they were stillflying through at the same rate until at least",1
"hrs when it flew out to sea",1
"hrsalso",2
"imms on reception scrape first thing then moved intotrees but still visible",1
"in Kerr's Field",2
"in Kerr's field",1
"in Mersey mouth",1
"in SW England which followed thefirst breeding in this country in Somerset in",1
"in a long line between King'sGap Leasowe Lighthouse plus an estimated",1
"in a sea-front garden in",1
"in air together came in to roost this evening",1
"in area six of these were flitting across the path at the westend of the horse paddocks a few feet from the watching birders",1
"in at",1
"in breeding plumage",1
"in bushes by fields",1
"in car park",1
"in channel",1
"in coastal paddocks",1
"in field by",1
"in fields",1
"in fields by",1
"in fields by Wirral Way",1
"in fields next to",1
"in flight",1
"in flooded field",1
"in four hours",1
"in full s/pl",3
"in full summer plumage",1
"in full summer plumage with",1
"in full summerplumage",1
"in garden",1
"in horse paddock",1
"in horse paddocks",2
"in horse paddocks this afternoon",1
"in main riverchannel",1
"in near s/pl",1
"in nest",1
"in one flock",1
"in one hour",2
"in paddocks",1
"in s/pl",7
"in sum/pl",1
"in summer plumage",2
"in the air together",2
"in the air together also",1
"in the air together at the",1
"in the morning",1
"in the sand dunes between",1
"in three hours",1
"in total",3
"in total in small flocks of",1
"in total very close to prom at high tide",1
"in trees around the mere",1
"in wildfowl collection off",2
"incl",2
"including",1
"including at least",1
"inland",1
"inland of Park Lane",1
"is a record for Wirral",1
"is a regular here",1
"is now available free either from the",1
"just off beach at",1
"juvmale",1
"k flew towards Formby on rising tide",1
"km out from",1
"lagoon",1
"landed",1
"landed on beach right in front of observer with",1
"landed rest continued to Burton also",1
"large falcon probable escaped Saker",1
"large gulls",1
"large gulls fishing a few hundred yards off the beach also",1
"late afternoon also",1
"late afternoon at",1
"late afternoon/evening",1
"leucistic",4
"leucistic bird",6
"leucistic bird with pale brown head cream white wing feathers including primaries",1
"lew in landed o north end plus",1
"light",2
"light bellied Brent Geese - seen flying out of the estuary from",1
"light phase",1
"light-bellied",1
"light-bellied Brent Geese",2
"linnetand",1
"mainscrape",1
"male/",1
"maleand",1
"merlin  over high tide today",1
"metres from the embankment",1
"metres of the north end of",1
"metres to west of bridge on Lingham Lane not seen since butthought to be still in area",1
"middle hide",1
"migrants all being mobbed by crows gulls",1
"mile inland from",1
"mile west of Queensferry",2
"miles inland from",1
"miles west of",1
"mimutes around",1
"min seawatch one hour before high tide produced",1
"mins",3
"mins before high tide",1
"mins before moving off S over Heswall c",1
"mins flew off towards Burton",1
"mins over",1
"mins this afternoon - first of the spring",1
"mins this morning",1
"minslater",1
"minute period at high tide",1
"minute periods over the high tide period therefore 'Manxie' total likely to have been well over",1
"minute seawatch also",1
"minute seawatch at",1
"minutes",7
"minutes after high tide",2
"minutes after high tide also",1
"minutes atVisitor Centre",1
"minutes before high tide",1
"minutes before high tide andflooded the Old Baths car park it's been many years since thathappened",1
"minutes early morning",1
"minutes flying over the waves off",1
"minutes later by alarger flock of",1
"minutes off",1
"minutes on Chapel Field",1
"minutes then flew back at",1
"minutes this afternoon",1
"minutes this morning",2
"minutesafter the Liverpool high tide time",1
"minutesat distance of",1
"minutesbefore disturbed by dog walkers",1
"minuteswith",1
"mixed corvids",1
"mixed corvids flying S/SE",1
"mixed finch flock",1
"mixed finch flock including",1
"mixed flock of gulls terns at high tide",1
"mixed flock of hirundines",1
"mixed flock of waders too far out for accurate count",1
"mixed gull flock",1
"mixed gull flock at high tide",1
